species,gene_id,gene_symbol,biotype,overlap_count,analyses
human,ENSG00000154832,CXXC1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154864,PIEZO2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154889,MPPE1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000154930,ACSS1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000154978,VOPP1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000155366,RHOC,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000155465,SLC7A7,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000155629,PIK3AP1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000155666,KDM8,protein_coding,1,Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000155755,TMEM237,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000155846,PPARGC1B,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000155926,SLA,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000156011,PSD3,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000156097,GPR61,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000156127,BATF,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000156222,SLC28A1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000156239,N6AMT1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000156313,RPGR,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000156381,ANKRD9,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000156453,PCDH1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000156471,PTDSS1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000156515,HK1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000156535,CD109,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000156564,LRFN2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000156675,RAB11FIP1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000156787,TBC1D31,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000156802,ATAD2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000156804,FBXO32,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000156885,COX6A2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000156970,BUB1B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000156983,BRPF1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157020,SEC13,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000157036,EXOG,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000157077,ZFYVE9,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157087,ATP2B2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000157168,NRG1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000157191,NECAP2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157214,STEAP2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000157227,MMP14,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157303,SUSD3,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157350,ST3GAL2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000157368,IL34,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157456,CCNB2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157502,PWWP3B,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000157557,ETS2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000157601,MX1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157613,CREB3L1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157637,SLC38A10,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated); GWAS | human | Closest genes
human,ENSG00000157693,TMEM268,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157827,FMNL2,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000157870,PRXL2B,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157911,PEX10,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157978,LDLRAP1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000157985,AGAP1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000158008,EXTL1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000158042,MRPL17,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000158050,DUSP2,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000158079,PTPDC1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000158169,FANCC,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158186,MRAS,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158234,FAIM,protein_coding,2,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000158292,GPR153,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158517,NCF1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000158545,ZC3H18,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158710,TAGLN2,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000158714,SLAMF8,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000158717,RNF166,protein_coding,2,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158792,SPATA2L,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158806,NPM2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158825,CDA,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000158828,PINK1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158856,DMTN,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158864,NDUFS2,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000158869,FCER1G,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000158955,WNT9B,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000158985,CDC42SE2,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159063,ALG8,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159069,FBXW5,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159128,IFNGR2,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated)
human,ENSG00000159166,LAD1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159176,CSRP1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159189,C1QC,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159200,RCAN1,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000159208,CIART,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159214,CCDC24,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159228,CBR1,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159231,CBR3,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000159251,ACTC1,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159259,CHAF1B,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159307,SCUBE1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159314,ARHGAP27,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000159348,CYB5R1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000159363,ATP13A2,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159388,BTG2,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000159399,HK2,protein_coding,2,MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000159423,ALDH4A1,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159650,UROC1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159674,SPON2,protein_coding,1,MCD (in-house) | mouse | MCD Week pooled (combined)
human,ENSG00000159685,CHCHD6,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000159714,ZDHHC1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000159720,ATP6V0D1,protein_coding,3,Patient | GSE130970 | NAS high (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159788,RGS12,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159792,PSKH1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159840,ZYX,protein_coding,5,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000159842,ABR,protein_coding,4,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160007,ARHGAP35,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160014,CALM3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160097,FNDC5,protein_coding,5,MCD (external) | mouse | GSE156918 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160161,CILP2,protein_coding,1,GWAS | human | Closest genes
human,ENSG00000160179,ABCG1,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000160180,TFF3,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000160190,SLC37A1,protein_coding,1,MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000160200,CBS,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160202,CRYAA,protein_coding,4,Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160207,HSF2BP,protein_coding,1,MCD (external) | mouse | GSE156918 (external MCD)
human,ENSG00000160208,RRP1B,protein_coding,3,MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160209,PDXK,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160211,G6PD,protein_coding,3,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160213,CSTB,protein_coding,5,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE156918 (external MCD); MCD (external) | mouse | GSE205974 (external MCD); Patient | GSE130970 | NAS high (upregulated); Patient | GSE130970 | Fibrosis (upregulated)
human,ENSG00000160214,RRP1,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160218,TRAPPC10,protein_coding,2,Patient | GSE135251 | NAS high (upregulated); Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160221,GATD3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160223,ICOSLG,protein_coding,2,MCD (in-house) | mouse | MCD Week pooled (combined); MCD (external) | mouse | GSE205974 (external MCD)
human,ENSG00000160226,CFAP410,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
human,ENSG00000160233,LRRC3,protein_coding,1,Patient | GSE135251 | Fibrosis (upregulated)
